,Organization,Capital Program,Program Subclass,Project Status,Project Title,Project Planning From,Project Planning To,Planned Construction From,Planned Construction To,Construction Completion From,Construction Completion To,Project Description,Project URL,SDE ID,GeoJSON,geo_point_2d,lat,lon,rect,start,end,duration,prior,prior_requests,during_requests
10,Utilities Kingston,Utilties Rehabilitation,Wastewater,Under Construction,Wastewater - Septage Recieving at Ravensview WWTP,2018-01-01,2018-06-01,2018-06-30,2019-10-30,,,Building new septage receiving station at Ravensview WWTP.,https://utilitieskingston.com/Projects/Detail/RavensviewSeptageReceivingStation,3374,"{""coordinates"": [-76.4195622554037, 44.24359382445897], ""type"": ""Point""}","44.24359382445897,-76.4195622554037",44.24359382445897,-76.4195622554037,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-06-30,2019-10-30,487 days 00:00:00.000000000,2017-06-30,0,0
11,Parks and Development,Parks and Development,Existing Parks,Project Complete,Breakwater Park,2012-01-01,2013-01-01,2014-12-31,2015-12-31,2017-06-01,2018-07-01,"New pathways, upland sand beach, pebble beach, renovated pier, new pedestrian bridge, new lighting and picnic area",https://www.cityofkingston.ca/residents/recreation/parks-trails/breakwater,60,"{""coordinates"": [-76.49852797146056, 44.22235673707561], ""type"": ""Point""}","44.22235673707561,-76.49852797146056",44.22235673707561,-76.49852797146056,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2017-06-01,2018-07-01,395 days 00:00:00.000000000,2016-06-01,0,0
12,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal/Intersection Improvements,Project Complete,Bayridge and Cedarwood,,,2018-12-31,2020-06-29,,,Bayridge and Cedarwood Intersection Improvements,,2419,"{""coordinates"": [-76.5840133254084, 44.26227247317643], ""type"": ""Point""}","44.26227247317643,-76.5840133254084",44.26227247317643,-76.5840133254084,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2020-06-29,546 days 00:00:00.000000000,2017-12-31,0,0
13,Parks and Development,Parks and Development,Existing Parks,Project Complete,Welbourne Park Play Equipment,,,2017-01-01,2017-12-01,2018-07-31,2018-11-01,"New play equipment upgrades, replacement of play surfacing, accessible path and seating.",https://www.cityofkingston.ca/documents/10180/42224/Projects_Rec_WelbornePark_ProposedPlaygroundSitePlan.jpg/5dd70f0a-c17c-42a5-b6f3-1050c9583d8a?t=1508853389823,52,"{""coordinates"": [-76.57927758301145, 44.223335773631476], ""type"": ""Point""}","44.223335773631476,-76.57927758301145",44.223335773631476,-76.57927758301145,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-07-31,2018-11-01,93 days 00:00:00.000000000,2017-07-31,0,0
14,Utilities Kingston,Utilities Facility Upgrade,Electric,Under Construction,Substation MS1 Electric Upgrades,2015-01-01,2019-12-31,2016-12-30,2021-12-31,,,Substation MS1 Upgrades/System Renewal. Upgrade high-voltage equipment and relay protections. Install a new HVAC system,http://www.utilitieskingston.com/Projects/Detail/ElectricSubstationMS1,106,"{""coordinates"": [-76.48026157041232, 44.232347306764886], ""type"": ""Point""}","44.232347306764886,-76.48026157041232",44.232347306764886,-76.48026157041232,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2016-12-30,2021-12-31,1827 days 00:00:00.000000000,2015-12-30,0,0
15,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,King St and Lower University Intersection Improvements,,,2018-12-31,2019-12-30,,,King and Lower University Pedestrian Crosswalk,,2418,"{""coordinates"": [-76.49500744431178, 44.222975921244824], ""type"": ""Point""}","44.222975921244824,-76.49500744431178",44.222975921244824,-76.49500744431178,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2019-12-30,364 days 00:00:00.000000000,2017-12-31,0,0
16,Parks and Development,Parks and Development,Existing Parks,Project Complete,Nickle Avenue Park,,,2016-12-31,2017-11-30,2018-08-08,2018-11-01,"Proposed park improvements include play equipment upgrades, replacement of play surfacing, accessible path and seating.",https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,503,"{""coordinates"": [-76.5288500047979, 44.22705455756105], ""type"": ""Point""}","44.22705455756105,-76.5288500047979",44.22705455756105,-76.5288500047979,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-08-08,2018-11-01,85 days 00:00:00.000000000,2017-08-08,0,0
17,Parks and Development,Parks and Development,Existing Parks,Project Complete,Woodbine Parking Expansion,,,2016-12-31,2017-11-30,2018-09-01,,"Proposed improvements to Woodbine Park include expanded parking area, pathway improvements, and an expanded volleyball area.",https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,39,"{""coordinates"": [-76.6032186356758, 44.25895796698361], ""type"": ""Point""}","44.25895796698361,-76.6032186356758",44.25895796698361,-76.6032186356758,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-09-01,2017-11-30,-275 days +00:00:00.000000000,2017-09-01,0,0
18,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,New Pedestrian Crossover,,,2018-12-31,2019-12-30,,,New Pedestrian Crossover,,74416,"{""coordinates"": [-76.51036558007262, 44.26768368794979], ""type"": ""Point""}","44.26768368794979,-76.51036558007262",44.26768368794979,-76.51036558007262,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2019-12-30,364 days 00:00:00.000000000,2017-12-31,0,0
20,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,High Gate Park Drainage Improvements,2020-01-01,2020-12-31,2020-01-02,2020-12-30,,,High Gate Park Drainage Improvements,,46579,"{""coordinates"": [-76.60652634172511, 44.247951393418376], ""type"": ""Point""}","44.247951393418376,-76.60652634172511",44.247951393418376,-76.60652634172511,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-02,2020-12-30,363 days 00:00:00.000000000,2019-01-02,338,1295
21,Parks and Development,Parks and Development,Existing Parks,Project Complete,Hemlock Downs Park,,,2019-12-31,2020-12-30,,,"Proposed park improvements include playground, pathway, seating and drainage improvements.",https://www.cityofkingston.ca/documents/10180/42317/Project_ParksDev_HemlockDownsConcept.pdf/a9c43267-a373-419e-a9d2-355fbf9c2f28,50,"{""coordinates"": [-76.46172480858213, 44.30629464209767], ""type"": ""Point""}","44.30629464209767,-76.46172480858213",44.30629464209767,-76.46172480858213,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-12-31,2020-12-30,365 days 00:00:00.000000000,2018-12-31,0,338
22,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,McIvor Road Storm System Improvements,,,2020-01-02,2020-12-30,,,McIvor Road Storm System Improvements,,98430,"{""coordinates"": [-76.5644580952596, 44.288191713831274], ""type"": ""Point""}","44.288191713831274,-76.5644580952596",44.288191713831274,-76.5644580952596,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-02,2020-12-30,363 days 00:00:00.000000000,2019-01-02,338,1295
23,Utilities Kingston,Utilities Facility Upgrade,Wastewater,Under Construction,"Wastewater - Cataraqui Bay Treatment Plant
Wastewater - Cataraqui Bay Treatment Plant",2013-01-01,2016-12-31,2016-12-31,2020-12-30,,,Upgrade Cataraqui Bay Waste Water Treatment Facility,http://www.utilitieskingston.com/Projects/Detail/CataraquiBay,104,"{""coordinates"": [-76.55114726294138, 44.2143199092098], ""type"": ""Point""}","44.2143199092098,-76.55114726294138",44.2143199092098,-76.55114726294138,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2016-12-31,2020-12-30,1460 days 00:00:00.000000000,2015-12-31,0,0
24,Parks and Development,Parks and Development,Existing Parks,Project Complete,Fairway Hills,,,2019-01-01,2019-12-31,,,"Proposed renovations to Fairway Hill Park include pathways, seating, a playground and landscaping.",https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,84,"{""coordinates"": [-76.53440114066113, 44.231457752677855], ""type"": ""Point""}","44.231457752677855,-76.53440114066113",44.231457752677855,-76.53440114066113,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-01-01,2019-12-31,364 days 00:00:00.000000000,2018-01-01,0,338
25,Utilities Kingston,Utilities Facility Upgrade,Wastewater,Project Complete,Kingston East - Rideau Community Wastewater Upgrades,2013-01-01,2015-12-31,2015-12-31,2016-12-30,2018-04-01,2019-06-01,Riverview Development Pump Station (New),,113,"{""coordinates"": [-76.45871356707974, 44.26608461296457], ""type"": ""Point""}","44.26608461296457,-76.45871356707974",44.26608461296457,-76.45871356707974,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-04-01,2019-06-01,426 days 00:00:00.000000000,2017-04-01,0,0
27,Other,Parks and Development,Facilities,Under Construction,Kingston East End Community Centre,2014-04-01,2016-09-01,2019-12-31,2021-12-30,,,Construct a new community centre,https://www.cityofkingston.ca/city-hall/projects-construction/kingston-east-community-centre/about,1134,"{""coordinates"": [-76.45964646595469, 44.2545130558551], ""type"": ""Point""}","44.2545130558551,-76.45964646595469",44.2545130558551,-76.45964646595469,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-12-31,2021-12-30,730 days 00:00:00.000000000,2018-12-31,0,338
29,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Kenwoods Circle Storm System Improvements,,,2019-01-02,2020-03-30,,,Kenwoods Circle Storm System Improvements,,96494,"{""coordinates"": [-76.46764836535958, 44.25714812016568], ""type"": ""Point""}","44.25714812016568,-76.46764836535958",44.25714812016568,-76.46764836535958,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-01-02,2020-03-30,453 days 00:00:00.000000000,2018-01-02,0,338
30,Parks and Development,Parks and Development,New Parks,Project Complete,Napier St Parkette,,,2019-12-31,2020-12-30,,,New park from former school site and road closure at Napier Street,https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,501,"{""coordinates"": [-76.5066605882013, 44.233287839019596], ""type"": ""Point""}","44.233287839019596,-76.5066605882013",44.233287839019596,-76.5066605882013,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-12-31,2020-12-30,365 days 00:00:00.000000000,2018-12-31,0,338
33,Parks and Development,Parks and Development,Existing Parks,Project Complete,Shannon Park,,,2020-02-01,2021-09-30,,,"Park Renovation: to include a multi-purpose sports court, new sports fields, a playground, paths, seating and open lawn areas. MacCauley Street extension  from Daly Street to Wilson Street.",https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,816,"{""coordinates"": [-76.48434469036678, 44.26413545557104], ""type"": ""Point""}","44.26413545557104,-76.48434469036678",44.26413545557104,-76.48434469036678,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-02-01,2021-09-30,607 days 00:00:00.000000000,2019-02-01,338,1295
34,Utilities Kingston,Utilities Facility Upgrade,Electric,Under Construction,Electric - TV3 Upgrade,2018-01-01,2018-12-31,2021-01-01,2021-12-31,,,Upgrading infrastructure for TV3,,3375,"{""coordinates"": [-76.48246000110333, 44.23175892837951], ""type"": ""Point""}","44.23175892837951,-76.48246000110333",44.23175892837951,-76.48246000110333,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-01,2021-12-31,364 days 00:00:00.000000000,2020-01-01,1295,1699
36,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,New Intersection Pedestrian Signal (IPS),2020-01-01,2020-12-31,2019-12-31,2021-12-31,,,New Intersection Pedestrian Signal (IPS),,45300,"{""coordinates"": [-76.5905060453407, 44.24849410653742], ""type"": ""Point""}","44.24849410653742,-76.5905060453407",44.24849410653742,-76.5905060453407,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-12-31,2021-12-31,731 days 00:00:00.000000000,2018-12-31,0,338
37,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Reddendale Drainage Improvements,2020-01-01,2020-12-31,2020-01-02,2021-09-29,,,Reddendale Drainage Improvements - Ditch Inlet Structure Improvements,,46578,"{""coordinates"": [-76.57929256859805, 44.21612159795052], ""type"": ""Point""}","44.21612159795052,-76.57929256859805",44.21612159795052,-76.57929256859805,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-02,2021-09-29,636 days 00:00:00.000000000,2019-01-02,338,1295
38,Parks and Development,Parks and Development,Existing Parks,Under Construction,Milton Cemetery,,,2019-12-31,2021-12-15,,,Milton Cemetery,,46895,"{""coordinates"": [-76.39665719724096, 44.25024746941338], ""type"": ""Point""}","44.25024746941338,-76.39665719724096",44.25024746941338,-76.39665719724096,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-12-31,2021-12-15,715 days 00:00:00.000000000,2018-12-31,0,338
41,Transit Services,Transit Services,Bus Pad Construction,Project Complete,Bus Pad Construction - 2021,,,2020-12-31,2021-12-31,,,4m x 10m shelter pad on Gardiners at O'Connor south portal (east side),,82750,"{""coordinates"": [-76.56850423262043, 44.259650606438214], ""type"": ""Point""}","44.259650606438214,-76.56850423262043",44.259650606438214,-76.56850423262043,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-12-31,2021-12-31,365 days 00:00:00.000000000,2019-12-31,338,1295
42,Transit Services,Transit Services,Bus Pad Construction,Project Complete,Bus Pad Construction - 2021,,,2020-12-31,2021-12-31,,,4m x 10m concrete shelter pad - Gardiners at Norris (east side),,82766,"{""coordinates"": [-76.56863029603308, 44.26319946615846], ""type"": ""Point""}","44.26319946615846,-76.56863029603308",44.26319946615846,-76.56863029603308,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-12-31,2021-12-31,365 days 00:00:00.000000000,2019-12-31,338,1295
43,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Seabrooke Road Storm System Improvements,,,2020-01-02,2021-05-30,,,Seabrooke Road Storm System Improvements,,91694,"{""coordinates"": [-76.26583745541623, 44.44630920521372], ""type"": ""Point""}","44.44630920521372,-76.26583745541623",44.44630920521372,-76.26583745541623,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-02,2021-05-30,514 days 00:00:00.000000000,2019-01-02,338,1295
44,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Unity Road Storm System Improvements,,,2021-01-02,2021-12-30,,,Unity Road Storm System Improvements,,91710,"{""coordinates"": [-76.50659294688796, 44.320059449436336], ""type"": ""Point""}","44.320059449436336,-76.50659294688796",44.320059449436336,-76.50659294688796,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-02,2021-12-30,362 days 00:00:00.000000000,2020-01-02,1295,1699
45,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Orser Road Storm System Improvements,,,2020-01-02,2021-12-30,,,Orser Road Storm System Improvements,,91742,"{""coordinates"": [-76.59121241363897, 44.35670442104089], ""type"": ""Point""}","44.35670442104089,-76.59121241363897",44.35670442104089,-76.59121241363897,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-02,2021-12-30,728 days 00:00:00.000000000,2019-01-02,338,1295
48,City Engineering,Parks and Development,Existing Parks,Under Construction,Marker Acres Playground Replacement,,,2021-01-31,2022-06-29,,,Playground Replacement,https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,93326,"{""coordinates"": [-76.48948657777943, 44.26671491250238], ""type"": ""Point""}","44.26671491250238,-76.48948657777943",44.26671491250238,-76.48948657777943,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-31,2022-06-29,514 days 00:00:00.000000000,2020-01-31,1295,1699
49,City Engineering,Parks and Development,Existing Parks,Under Construction,Starr Reid Playground Replacement,,,2021-01-31,2022-06-29,,,Playground Replacement,https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,93342,"{""coordinates"": [-76.48453522042473, 44.26039538674798], ""type"": ""Point""}","44.26039538674798,-76.48453522042473",44.26039538674798,-76.48453522042473,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-31,2022-06-29,514 days 00:00:00.000000000,2020-01-31,1295,1699
51,City Engineering,Bridges and Culverts,Structure Replacement,Under Construction,Turtle Crossing Mitigation Measures,,,2020-07-29,2022-05-14,,,Turtle Crossing Mitigation Measures - Collins Creek,,98094,"{""coordinates"": [-76.61253559832399, 44.26408730151969], ""type"": ""Point""}","44.26408730151969,-76.61253559832399",44.26408730151969,-76.61253559832399,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-07-29,2022-05-14,654 days 00:00:00.000000000,2019-07-29,338,1295
52,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Eunice Drive Storm System Improvements,,,2021-01-02,2021-12-30,,,Eunice Drive Storm System Improvements,,98462,"{""coordinates"": [-76.54637170852439, 44.271158571505154], ""type"": ""Point""}","44.271158571505154,-76.54637170852439",44.271158571505154,-76.54637170852439,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-02,2021-12-30,362 days 00:00:00.000000000,2020-01-02,1295,1699
53,City Engineering,Parks and Development,Waterfront,Project Complete,Morton Way Shoreline improvements,,,2021-01-01,2021-12-31,,,Shoreline restoration,https://www.cityofkingston.ca/city-hall/projects-construction/portsmouth-waterfront-pathway,99054,"{""coordinates"": [-76.5054321220073, 44.220319435893664], ""type"": ""Point""}","44.220319435893664,-76.5054321220073",44.220319435893664,-76.5054321220073,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-01,2021-12-31,364 days 00:00:00.000000000,2020-01-01,1295,1699
54,Transportation Services,Intersection And Crossing Improvements,Miscellaneous,Project Complete,Traffic calming (minor measures),,,2021-01-04,2021-07-29,,,,,99695,"{""coordinates"": [-76.49112929098702, 44.23101598104389], ""type"": ""Point""}","44.23101598104389,-76.49112929098702",44.23101598104389,-76.49112929098702,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-04,2021-07-29,206 days 00:00:00.000000000,2020-01-04,1295,1699
57,Transportation Services,Intersection And Crossing Improvements,Pedestrian Crossing,Project Complete,All Way Stop,,,2021-07-04,2021-09-09,,,"Being considered, subject to further review",,103935,"{""coordinates"": [-76.50205332560364, 44.25326703353059], ""type"": ""Point""}","44.25326703353059,-76.50205332560364",44.25326703353059,-76.50205332560364,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-07-04,2021-09-09,67 days 00:00:00.000000000,2020-07-04,1295,1699
59,Transit Services,Transit Services,Bus Pad Construction,Project Complete,Bus Pad Construction - 2021,,,2020-12-31,2021-12-31,,,4m x 10m concrete accessibility pad - Henderson at McEwen (south side),,106414,"{""coordinates"": [-76.57321928282583, 44.22813665099659], ""type"": ""Point""}","44.22813665099659,-76.57321928282583",44.22813665099659,-76.57321928282583,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-12-31,2021-12-31,365 days 00:00:00.000000000,2019-12-31,338,1295
61,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,New Pedestrian Crossover,,,2018-12-31,2019-12-30,,,New Pedestrian Crossover,,74415,"{""coordinates"": [-76.48949498509054, 44.25276077101118], ""type"": ""Point""}","44.25276077101118,-76.48949498509054",44.25276077101118,-76.48949498509054,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2019-12-30,364 days 00:00:00.000000000,2017-12-31,0,0
62,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,New Traffic Signal - Sydenham and Cataraqui Woods,,,2015-12-31,2019-12-30,2018-01-01,2019-12-31,,,123,"{""coordinates"": [-76.5441647486921, 44.26991763242495], ""type"": ""Point""}","44.26991763242495,-76.5441647486921",44.26991763242495,-76.5441647486921,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-01-01,2019-12-31,729 days 00:00:00.000000000,2017-01-01,0,0
63,,Parks and Development,Existing Parks,Project Complete,Bayridge Park,,,2018-10-17,2018-11-30,,,Playground equipment replacements,https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,495,"{""coordinates"": [-76.59317647991143, 44.24748131795373], ""type"": ""Point""}","44.24748131795373,-76.59317647991143",44.24748131795373,-76.59317647991143,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-10-17,2018-11-30,44 days 00:00:00.000000000,2017-10-17,0,0
64,Utilities Kingston,Utilities Facility Upgrade,Electric,Project Complete,Electric - TV9 Relocation,,,2014-12-31,2015-12-30,2015-01-01,2015-12-31,Build Vault & Upgrade Equipment,,118,"{""coordinates"": [-76.48914841993188, 44.232682539217976], ""type"": ""Point""}","44.232682539217976,-76.48914841993188",44.232682539217976,-76.48914841993188,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2015-01-01,2015-12-31,364 days 00:00:00.000000000,2014-01-01,0,0
66,Utilities Kingston,Utilities Facility Upgrade,Electric,Project Complete,Electric - TV29 Upgrade,2017-01-01,2017-12-31,2016-12-31,2019-12-30,,,TV29 Equipment Upgrade,,128,"{""coordinates"": [-76.49565844932398, 44.234583691909116], ""type"": ""Point""}","44.234583691909116,-76.49565844932398",44.234583691909116,-76.49565844932398,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2016-12-31,2019-12-30,1094 days 00:00:00.000000000,2015-12-31,0,0
67,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,New Traffic Signal - Centennial and Cataraqui Woods,,,2015-12-31,2018-12-30,2018-01-01,2018-12-31,,,122,"{""coordinates"": [-76.55904351925852, 44.269357227697945], ""type"": ""Point""}","44.269357227697945,-76.55904351925852",44.269357227697945,-76.55904351925852,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
68,Parks and Development,Parks and Development,Existing Parks,Project Complete,James Nelson Park,,,2017-12-31,2018-11-30,,,Playground equipment replacements,https://getinvolved.cityofkingston.ca/parks-development,500,"{""coordinates"": [-76.49848419708654, 44.253888119223], ""type"": ""Point""}","44.253888119223,-76.49848419708654",44.253888119223,-76.49848419708654,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2017-12-31,2018-11-30,334 days 00:00:00.000000000,2016-12-31,0,0
69,Utilities Kingston,Utilties Rehabilitation,Wastewater,Under Construction,Rehabilitation of the Dalton Avenue Wastewater Pump Station,2017-01-01,2017-12-31,2016-12-31,2018-12-30,,,"Replacement of one pump, new pump impellers for 3 pumps, full SCADA upgrade & replace inlet screen replacement",,131,"{""coordinates"": [-76.50931077653225, 44.267524307688944], ""type"": ""Point""}","44.267524307688944,-76.50931077653225",44.267524307688944,-76.50931077653225,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2016-12-31,2018-12-30,729 days 00:00:00.000000000,2015-12-31,0,0
72,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,Sir John A. MacDonald and Norman Rogers Intersection Improvements,,,2018-12-31,2019-12-30,,,Sir John A. MacDonald and Norman Rogers Pedestrian Crosswalk,,2415,"{""coordinates"": [-76.51474263957009, 44.23390241447829], ""type"": ""Point""}","44.23390241447829,-76.51474263957009",44.23390241447829,-76.51474263957009,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2019-12-30,364 days 00:00:00.000000000,2017-12-31,0,0
73,Parks and Development,Parks and Development,Pathways and Trails,Project Complete,Ridley Drive Pathway Lighting,,,2017-01-01,2018-12-31,2018-05-01,2018-10-01,Upgrades include downward lite lighting along the pathway between Ridley Drive and Lions Civic Gardens. The lighting is to improve public safety at night.,https://www.cityofkingston.ca/city-hall/projects-construction/archived-projects/park-upgrades-2013,24,"{""coordinates"": [-76.5754223747318, 44.25480495088943], ""type"": ""Point""}","44.25480495088943,-76.5754223747318",44.25480495088943,-76.5754223747318,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-05-01,2018-10-01,153 days 00:00:00.000000000,2017-05-01,0,0
74,Transportation Services,Intersection And Crossing Improvements,Intersection Improvements,Project Complete,New Signal/Improvements - Unity and Hwy 38,,,2014-12-31,2019-12-30,2018-01-01,2019-12-31,Work includes a new signal and north/south left turn lanes.,,14,"{""coordinates"": [-76.61581597285245, 44.31648834812654], ""type"": ""Point""}","44.31648834812654,-76.61581597285245",44.31648834812654,-76.61581597285245,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-01-01,2019-12-31,729 days 00:00:00.000000000,2017-01-01,0,0
78,Parks and Development,Parks and Development,Existing Parks,Project Complete,West Park,,,2018-03-31,2018-11-30,,,"Improvements to the playground equipment, new safety surfacing and basketball pad updates are planned for West Park.",,818,"{""coordinates"": [-76.59674100735045, 44.235733295156315], ""type"": ""Point""}","44.235733295156315,-76.59674100735045",44.235733295156315,-76.59674100735045,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-03-31,2018-11-30,244 days 00:00:00.000000000,2017-03-31,0,0
81,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Marian Crescent Storm System Improvements,,,2020-01-02,2020-12-30,,,Marian Crescent Storm System Improvements,,98414,"{""coordinates"": [-76.42672808712047, 44.29968035109532], ""type"": ""Point""}","44.29968035109532,-76.42672808712047",44.29968035109532,-76.42672808712047,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-02,2020-12-30,363 days 00:00:00.000000000,2019-01-02,338,1295
